id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,assessmentType,operationStatus
#id+code,#operation+name,#country+name,#country+code,#adm1+name,#adm1+code,#adm2+name,#adm2+code,#adm+level,#affected+idps,#date+reported,#date+year+reported,#date+month+reported,#round+code,#assessment+type,#operation+status
16135589,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,11071,2024-04-30T00:00:00,2024,4,34,BA,Active
16135508,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,3805,2024-04-30T00:00:00,2024,4,34,BA,Active
16135427,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,1963,2024-04-30T00:00:00,2024,4,34,BA,Active
16126605,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,18203,2024-04-30T00:00:00,2024,4,34,BA,Active
16135670,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,1850,2024-04-30T00:00:00,2024,4,34,BA,Active
16126686,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,727,2024-04-30T00:00:00,2024,4,34,BA,Active
16126524,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,2,5274,2024-04-30T00:00:00,2024,4,34,BA,Active
16118050,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,494,2024-04-30T00:00:00,2024,4,34,BA,Active
16109479,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,218,2024-04-30T00:00:00,2024,4,34,BA,Active
16109552,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,5348,2024-04-30T00:00:00,2024,4,34,BA,Active
16109398,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1604,2024-04-30T00:00:00,2024,4,34,BA,Active
16118131,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,241,2024-04-30T00:00:00,2024,4,34,BA,Active
16117969,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,261,2024-04-30T00:00:00,2024,4,34,BA,Active
16100978,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,26172,2024-04-30T00:00:00,2024,4,34,BA,Active
16100910,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,2,169,2024-04-30T00:00:00,2024,4,34,BA,Active
16100911,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,2,160,2024-05-14T00:00:00,2024,5,35,BA,Active
16100979,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,26239,2024-05-14T00:00:00,2024,5,35,BA,Active
16117970,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,280,2024-05-14T00:00:00,2024,5,35,BA,Active
16118132,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,236,2024-05-14T00:00:00,2024,5,35,BA,Active
16109399,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1642,2024-05-14T00:00:00,2024,5,35,BA,Active
16109553,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,5497,2024-05-14T00:00:00,2024,5,35,BA,Active
16109480,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,218,2024-05-14T00:00:00,2024,5,35,BA,Active
16118051,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,513,2024-05-14T00:00:00,2024,5,35,BA,Active
16126525,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,2,5345,2024-05-14T00:00:00,2024,5,35,BA,Active
16126687,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,763,2024-05-14T00:00:00,2024,5,35,BA,Active
16135671,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,2037,2024-05-14T00:00:00,2024,5,35,BA,Active
16126606,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,18363,2024-05-14T00:00:00,2024,5,35,BA,Active
16135428,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,1930,2024-05-14T00:00:00,2024,5,35,BA,Active
16135509,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,3808,2024-05-14T00:00:00,2024,5,35,BA,Active
16135590,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,11232,2024-05-14T00:00:00,2024,5,35,BA,Active
16153134,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,2,11,2024-05-14T00:00:00,2024,5,35,BA,Active
16153003,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,28,2024-05-14T00:00:00,2024,5,35,BA,Active
16144338,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,461,2024-05-14T00:00:00,2024,5,35,BA,Active
16144257,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,3257,2024-05-14T00:00:00,2024,5,35,BA,Active
16144419,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,168,2024-05-14T00:00:00,2024,5,35,BA,Active
16161770,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,88,2024-05-14T00:00:00,2024,5,35,BA,Active
16153074,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,6,2024-05-14T00:00:00,2024,5,35,BA,Active
16161851,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,11599,2024-05-14T00:00:00,2024,5,35,BA,Active
16161852,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,11481,2024-05-28T00:00:00,2024,5,36,BA,Active
16144258,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,3252,2024-05-28T00:00:00,2024,5,36,BA,Active
16153075,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,6,2024-05-28T00:00:00,2024,5,36,BA,Active
16161771,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,59,2024-05-28T00:00:00,2024,5,36,BA,Active
16144339,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,465,2024-05-28T00:00:00,2024,5,36,BA,Active
16153004,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,28,2024-05-28T00:00:00,2024,5,36,BA,Active
16153135,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,2,11,2024-05-28T00:00:00,2024,5,36,BA,Active
16135591,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,11263,2024-05-28T00:00:00,2024,5,36,BA,Active
16144420,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,168,2024-05-28T00:00:00,2024,5,36,BA,Active
16135429,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,1728,2024-05-28T00:00:00,2024,5,36,BA,Active
16126607,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,18508,2024-05-28T00:00:00,2024,5,36,BA,Active
16135672,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,2188,2024-05-28T00:00:00,2024,5,36,BA,Active
16126688,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,800,2024-05-28T00:00:00,2024,5,36,BA,Active
16126526,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,2,5483,2024-05-28T00:00:00,2024,5,36,BA,Active
16118052,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,513,2024-05-28T00:00:00,2024,5,36,BA,Active
16135510,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,3833,2024-05-28T00:00:00,2024,5,36,BA,Active
16109481,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,213,2024-05-28T00:00:00,2024,5,36,BA,Active
16109554,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,5507,2024-05-28T00:00:00,2024,5,36,BA,Active
16109400,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1592,2024-05-28T00:00:00,2024,5,36,BA,Active
16117971,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,280,2024-05-28T00:00:00,2024,5,36,BA,Active
16118133,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,236,2024-05-28T00:00:00,2024,5,36,BA,Active
16100980,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,26366,2024-05-28T00:00:00,2024,5,36,BA,Active
16100912,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,2,146,2024-05-28T00:00:00,2024,5,36,BA,Active
16100913,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,2,114,2024-06-11T00:00:00,2024,6,37,BA,Active
16100981,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,26474,2024-06-11T00:00:00,2024,6,37,BA,Active
16118134,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,184,2024-06-11T00:00:00,2024,6,37,BA,Active
16117972,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,288,2024-06-11T00:00:00,2024,6,37,BA,Active
16109401,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1582,2024-06-11T00:00:00,2024,6,37,BA,Active
16109555,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,5588,2024-06-11T00:00:00,2024,6,37,BA,Active
16109482,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,213,2024-06-11T00:00:00,2024,6,37,BA,Active
16118053,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,513,2024-06-11T00:00:00,2024,6,37,BA,Active
16126527,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,2,5398,2024-06-11T00:00:00,2024,6,37,BA,Active
16126689,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,808,2024-06-11T00:00:00,2024,6,37,BA,Active
16135511,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,5021,2024-06-11T00:00:00,2024,6,37,BA,Active
16126608,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,18398,2024-06-11T00:00:00,2024,6,37,BA,Active
16135430,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,1726,2024-06-11T00:00:00,2024,6,37,BA,Active
16144421,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,168,2024-06-11T00:00:00,2024,6,37,BA,Active
16144178,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,2208,2024-06-11T00:00:00,2024,6,37,BA,Active
16135592,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,11273,2024-06-11T00:00:00,2024,6,37,BA,Active
16153136,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,2,6,2024-06-11T00:00:00,2024,6,37,BA,Active
16153005,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,26,2024-06-11T00:00:00,2024,6,37,BA,Active
16144259,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,3352,2024-06-11T00:00:00,2024,6,37,BA,Active
16144340,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,453,2024-06-11T00:00:00,2024,6,37,BA,Active
16161772,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,37,2024-06-11T00:00:00,2024,6,37,BA,Active
16153076,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,6,2024-06-11T00:00:00,2024,6,37,BA,Active
16161853,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,11392,2024-06-11T00:00:00,2024,6,37,BA,Active
16161854,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,11451,2024-06-25T00:00:00,2024,6,38,BA,Active
16153077,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,6,2024-06-25T00:00:00,2024,6,38,BA,Active
16161773,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,32,2024-06-25T00:00:00,2024,6,38,BA,Active
16144341,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,439,2024-06-25T00:00:00,2024,6,38,BA,Active
16144179,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,2248,2024-06-25T00:00:00,2024,6,38,BA,Active
16144260,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,3331,2024-06-25T00:00:00,2024,6,38,BA,Active
16153006,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,26,2024-06-25T00:00:00,2024,6,38,BA,Active
16153137,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,2,6,2024-06-25T00:00:00,2024,6,38,BA,Active
16135593,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,11303,2024-06-25T00:00:00,2024,6,38,BA,Active
16144422,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,168,2024-06-25T00:00:00,2024,6,38,BA,Active
16135431,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,1776,2024-06-25T00:00:00,2024,6,38,BA,Active
16126609,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,18326,2024-06-25T00:00:00,2024,6,38,BA,Active
16135512,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,5056,2024-06-25T00:00:00,2024,6,38,BA,Active
16126690,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,857,2024-06-25T00:00:00,2024,6,38,BA,Active
16126528,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,2,5469,2024-06-25T00:00:00,2024,6,38,BA,Active
16118054,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,538,2024-06-25T00:00:00,2024,6,38,BA,Active
16109483,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,208,2024-06-25T00:00:00,2024,6,38,BA,Active
16109556,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,6268,2024-06-25T00:00:00,2024,6,38,BA,Active
16109402,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1625,2024-06-25T00:00:00,2024,6,38,BA,Active
16117973,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,282,2024-06-25T00:00:00,2024,6,38,BA,Active
16118135,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,184,2024-06-25T00:00:00,2024,6,38,BA,Active
16100982,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,27102,2024-06-25T00:00:00,2024,6,38,BA,Active
16100914,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,2,128,2024-06-25T00:00:00,2024,6,38,BA,Active
16100915,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,2,131,2024-07-09T00:00:00,2024,7,39,BA,Active
16100983,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,27279,2024-07-09T00:00:00,2024,7,39,BA,Active
16118136,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,184,2024-07-09T00:00:00,2024,7,39,BA,Active
16117974,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,244,2024-07-09T00:00:00,2024,7,39,BA,Active
16109403,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1612,2024-07-09T00:00:00,2024,7,39,BA,Active
16109557,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,6268,2024-07-09T00:00:00,2024,7,39,BA,Active
16109484,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,208,2024-07-09T00:00:00,2024,7,39,BA,Active
16118055,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,523,2024-07-09T00:00:00,2024,7,39,BA,Active
16126529,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,2,5659,2024-07-09T00:00:00,2024,7,39,BA,Active
16126691,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,851,2024-07-09T00:00:00,2024,7,39,BA,Active
16135513,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,5081,2024-07-09T00:00:00,2024,7,39,BA,Active
16126610,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,19140,2024-07-09T00:00:00,2024,7,39,BA,Active
16135432,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,1801,2024-07-09T00:00:00,2024,7,39,BA,Active
16135594,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,11323,2024-07-09T00:00:00,2024,7,39,BA,Active
16153138,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,2,6,2024-07-09T00:00:00,2024,7,39,BA,Active
16153007,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,26,2024-07-09T00:00:00,2024,7,39,BA,Active
16144261,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,3333,2024-07-09T00:00:00,2024,7,39,BA,Active
16152902,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,167,2024-07-09T00:00:00,2024,7,39,BA,Active
16144180,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,2241,2024-07-09T00:00:00,2024,7,39,BA,Active
16144342,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,439,2024-07-09T00:00:00,2024,7,39,BA,Active
16161774,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,27,2024-07-09T00:00:00,2024,7,39,BA,Active
16153078,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,6,2024-07-09T00:00:00,2024,7,39,BA,Active
16161855,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,11453,2024-07-09T00:00:00,2024,7,39,BA,Active
16161856,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,11340,2024-07-23T00:00:00,2024,7,40,BA,Active
16152903,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,149,2024-07-23T00:00:00,2024,7,40,BA,Active
16153079,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,6,2024-07-23T00:00:00,2024,7,40,BA,Active
16161775,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,34,2024-07-23T00:00:00,2024,7,40,BA,Active
16144343,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,429,2024-07-23T00:00:00,2024,7,40,BA,Active
16144181,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,2267,2024-07-23T00:00:00,2024,7,40,BA,Active
16144262,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,3363,2024-07-23T00:00:00,2024,7,40,BA,Active
16153139,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,2,6,2024-07-23T00:00:00,2024,7,40,BA,Active
16153008,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,26,2024-07-23T00:00:00,2024,7,40,BA,Active
16135595,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,11335,2024-07-23T00:00:00,2024,7,40,BA,Active
16135433,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,1880,2024-07-23T00:00:00,2024,7,40,BA,Active
16126611,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,19362,2024-07-23T00:00:00,2024,7,40,BA,Active
16135514,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,5111,2024-07-23T00:00:00,2024,7,40,BA,Active
16126692,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,856,2024-07-23T00:00:00,2024,7,40,BA,Active
16126530,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,2,5619,2024-07-23T00:00:00,2024,7,40,BA,Active
16118056,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,463,2024-07-23T00:00:00,2024,7,40,BA,Active
16109485,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,208,2024-07-23T00:00:00,2024,7,40,BA,Active
16109558,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,6268,2024-07-23T00:00:00,2024,7,40,BA,Active
16109404,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1641,2024-07-23T00:00:00,2024,7,40,BA,Active
16117975,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,242,2024-07-23T00:00:00,2024,7,40,BA,Active
16118137,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,190,2024-07-23T00:00:00,2024,7,40,BA,Active
16100984,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,27820,2024-07-23T00:00:00,2024,7,40,BA,Active
16100916,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,2,135,2024-07-23T00:00:00,2024,7,40,BA,Active
16100917,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,2,187,2024-08-08T00:00:00,2024,8,41,BA,Active
16100985,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,2,28050,2024-08-08T00:00:00,2024,8,41,BA,Active
16118138,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,2,272,2024-08-08T00:00:00,2024,8,41,BA,Active
16117976,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,2,246,2024-08-08T00:00:00,2024,8,41,BA,Active
16109405,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,2,1776,2024-08-08T00:00:00,2024,8,41,BA,Active
16109559,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,6850,2024-08-08T00:00:00,2024,8,41,BA,Active
16109486,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,2,228,2024-08-08T00:00:00,2024,8,41,BA,Active
16118057,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,2,463,2024-08-08T00:00:00,2024,8,41,BA,Active
16126531,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,2,5807,2024-08-08T00:00:00,2024,8,41,BA,Active
16126693,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,2,814,2024-08-08T00:00:00,2024,8,41,BA,Active
16135596,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,2,11563,2024-08-08T00:00:00,2024,8,41,BA,Active
16135515,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,2,5837,2024-08-08T00:00:00,2024,8,41,BA,Active
16126612,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,2,19906,2024-08-08T00:00:00,2024,8,41,BA,Active
16135434,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,2,1904,2024-08-08T00:00:00,2024,8,41,BA,Active
16153009,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,26,2024-08-08T00:00:00,2024,8,41,BA,Active
16144263,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2,3674,2024-08-08T00:00:00,2024,8,41,BA,Active
16144182,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,2467,2024-08-08T00:00:00,2024,8,41,BA,Active
16144344,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,569,2024-08-08T00:00:00,2024,8,41,BA,Active
16161776,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,29,2024-08-08T00:00:00,2024,8,41,BA,Active
16152904,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,215,2024-08-08T00:00:00,2024,8,41,BA,Active
16153080,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,6,2024-08-08T00:00:00,2024,8,41,BA,Active
16161857,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,11619,2024-08-08T00:00:00,2024,8,41,BA,Active
16161702,Displacement due to conflict,Lebanon,LBN,North,LB5,Zgharta,LB57,2,15,2024-08-08T00:00:00,2024,8,41,BA,Active
16161703,Displacement due to conflict,Lebanon,LBN,North,LB5,Zgharta,LB57,2,125,2024-08-15T00:00:00,2024,8,42,BA,Active
16161858,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,2,11816,2024-08-15T00:00:00,2024,8,42,BA,Active
16153081,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,2,16,2024-08-15T00:00:00,2024,8,42,BA,Active
16152905,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,2,445,2024-08-15T00:00:00,2024,8,42,BA,Active
16161777,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,2,37,2024-08-15T00:00:00,2024,8,42,BA,Active
16144183,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,2,2870,2024-08-15T00:00:00,2024,8,42,BA,Active
16144345,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,2,1633,2024-08-15T00:00:00,2024,8,42,BA,Active
